FIPS Code,County,week_start,avg_temp_K,max_temp_K,min_temp_K,precip_sum,rh_avg,wind_speed_avg,wind_gust_max,vpd_avg
42001,ADAMS,2019-12-30,277.99971999999997,287.084,268.208,164.701,71.75333333333333,2.76748,13.788,0.23522666666666667
42001,ADAMS,2020-01-06,277.3579238095238,292.666,263.487,228.848,69.97809523809524,4.237742857142857,18.166,0.26453333333333334
42001,ADAMS,2020-01-13,275.6943714285714,286.278,264.989,229.702,75.34761904761905,3.5170285714285714,15.407,0.1842
42001,ADAMS,2020-01-20,272.4682380952381,283.172,263.454,394.932,69.46857142857142,3.0800095238095238,13.402,0.18001904761904763
42001,ADAMS,2020-01-27,274.9904476190476,282.613,265.643,55.743,71.37523809523809,2.3324380952380954,11.674,0.20707619047619047
42001,ADAMS,2020-02-03,278.6415238095238,291.673,269.033,526.776,71.47809523809524,2.8401809523809525,13.51,0.2998952380952381
42001,ADAMS,2020-02-10,275.56439047619045,283.665,261.485,126.851,69.78761904761905,3.2552190476190477,14.214,0.21000952380952384
42001,ADAMS,2020-02-17,275.7844666666667,287.354,262.693,6.145,49.43523809523809,3.243857142857143,12.471,0.41082857142857143
42001,ADAMS,2020-02-24,276.58846666666665,288.329,265.596,229.612,61.59142857142857,3.697790476190476,16.848,0.3058095238095238
42001,ADAMS,2020-03-02,279.52464761904764,290.967,271.203,123.189,58.36857142857143,3.3831523809523807,14.915,0.44698095238095237
42001,ADAMS,2020-03-09,283.1631523809524,296.23,273.443,108.83,57.36952380952381,3.5007333333333333,14.627,0.6024666666666667
42001,ADAMS,2020-03-16,281.5110761904762,299.342,269.381,273.75,66.12666666666667,3.933590476190476,11.687,0.3894095238095238
42001,ADAMS,2020-03-23,281.2431619047619,291.794,272.315,377.413,84.40571428571428,2.3179904761904764,11.807,0.19482857142857143
42001,ADAMS,2020-03-30,283.0962380952381,293.849,274.657,30.594,63.80095238095238,3.070990476190476,14.997,0.4827619047619047
42001,ADAMS,2020-04-06,284.1224476190476,296.132,273.299,154.374,55.85619047619047,3.688047619047619,16.802,0.6242285714285714
42001,ADAMS,2020-04-13,280.9878,295.515,270.251,676.327,62.75142857142857,3.5363238095238096,18.883,0.4184285714285714
42001,ADAMS,2020-04-20,282.2580571428572,291.217,272.098,437.188,68.19809523809523,2.9548380952380953,14.909,0.3893238095238095
42001,ADAMS,2020-04-27,285.9827904761905,298.39,274.75,505.014,72.15238095238095,3.3191333333333333,15.907,0.4825333333333333
42001,ADAMS,2020-05-04,282.7349142857143,295.261,270.464,486.436,62.71047619047619,3.3484571428571432,14.769,0.5046380952380952
42001,ADAMS,2020-05-11,287.5819333333333,302.663,275.993,11.4,59.899047619047614,3.048114285714286,12.343,0.7244666666666667
42001,ADAMS,2020-05-18,289.09186666666665,299.903,277.936,80.539,70.02666666666667,3.2884571428571427,13.15,0.5615809523809524
42001,ADAMS,2020-05-25,293.77805714285716,303.076,281.642,137.049,74.61238095238096,2.8385714285714285,11.594,0.6576190476190475
42001,ADAMS,2020-06-01,294.64116190476193,305.264,278.974,63.297000000000004,61.147619047619045,2.552104761904762,11.043,1.0873523809523808
42001,ADAMS,2020-06-08,294.9955904761905,306.173,283.035,45.909,58.31142857142857,2.816409523809524,11.47,1.171409523809524
42001,ADAMS,2020-06-15,293.7552857142857,302.929,285.126,71.742,71.26285714285714,2.3731238095238094,8.127,0.7509619047619047
42001,ADAMS,2020-06-22,296.8315047619048,305.274,288.958,662.552,70.11714285714285,2.3020095238095237,9.707,0.954447619047619
42001,ADAMS,2020-06-29,298.7516380952381,308.442,289.214,54.196000000000005,62.396190476190476,1.9424857142857144,6.707,1.3780666666666668
42001,ADAMS,2020-07-06,298.27577142857143,308.901,291.273,486.154,75.17904761904762,1.9173714285714287,7.552,0.8832285714285715
42001,ADAMS,2020-07-13,298.2048190476191,309.579,288.839,23.224,66.99904761904762,2.2898,11.235,1.1986476190476192
42001,ADAMS,2020-07-20,299.39570476190477,309.675,292.508,268.728,72.10380952380952,1.5582571428571428,8.602,1.0954285714285714
42001,ADAMS,2020-07-27,299.16378095238093,307.965,291.407,348.75,69.88571428571429,2.0178761904761906,9.339,1.133895238095238
42001,ADAMS,2020-08-03,296.34406666666666,304.913,289.738,619.502,77.00285714285714,1.6590857142857143,8.468,0.7356857142857143
42001,ADAMS,2020-08-10,297.7860476190476,306.67,289.488,86.764,75.6952380952381,1.6493428571428572,6.127,0.8529428571428571
42001,ADAMS,2020-08-17,295.7497238095238,304.716,286.165,34.26,70.51142857142857,1.6179999999999999,5.795,0.9028666666666667
42001,ADAMS,2020-08-24,297.8422095238095,307.444,288.82,344.928,70.02380952380952,2.645742857142857,9.318,1.0200380952380952
42001,ADAMS,2020-08-31,294.3196380952381,302.861,284.851,209.322,77.32000000000001,1.851504761904762,10.077,0.6266761904761905
42001,ADAMS,2020-09-07,294.8013142857143,302.913,286.9,47.96,76.14285714285714,2.183552380952381,7.864,0.6774761904761906
42001,ADAMS,2020-09-14,288.0811047619048,297.734,274.268,1.128,65.70952380952382,2.643104761904762,8.048,0.6409619047619047
42001,ADAMS,2020-09-21,289.493,301.196,274.552,64.916,67.97142857142858,1.8103238095238094,8.228,0.669304761904762
42001,ADAMS,2020-09-28,288.57893333333334,301.699,276.285,141.308,70.12,2.470047619047619,10.441,0.5695809523809524
42001,ADAMS,2020-10-05,288.35320952380954,300.488,276.478,86.734,66.07047619047619,2.583733333333333,12.461,0.681152380952381
42001,ADAMS,2020-10-12,285.57682857142856,298.257,273.782,335.926,73.63333333333334,2.6885714285714286,12.596,0.43757142857142856
42001,ADAMS,2020-10-19,289.1703428571428,299.724,276.826,17.27,80.56380952380952,2.4261619047619045,8.939,0.39817142857142857
42001,ADAMS,2020-10-26,282.57529523809524,293.064,272.895,546.654,86.62761904761905,2.313085714285714,12.194,0.16853333333333334
42001,ADAMS,2020-11-02,283.87998095238095,297.824,272.606,0.255,55.208571428571425,3.4094,17.771,0.6837238095238095
42001,ADAMS,2020-11-09,285.4256571428571,297.475,274.287,382.245,76.38666666666667,2.4570095238095235,13.081,0.3505238095238095
42001,ADAMS,2020-11-16,280.0059333333333,292.491,268.484,4.259,57.343809523809526,4.410085714285715,16.781,0.4654666666666667
42001,ADAMS,2020-11-23,281.26815238095236,291.182,271.278,86.93599999999999,68.56476190476191,2.732047619047619,12.57,0.3499619047619048
42001,ADAMS,2020-11-30,277.9603142857143,288.838,271.655,414.96,66.5352380952381,3.523209523809524,15.839,0.2887619047619048
42001,ADAMS,2020-12-07,276.71370476190475,287.894,268.5,1.599,67.4647619047619,2.3751523809523807,14.004,0.26999047619047617
42001,ADAMS,2020-12-14,271.34109523809525,279.192,257.586,828.987,75.53999999999999,2.512923809523809,9.86,0.1351047619047619
42001,ADAMS,2020-12-21,274.2235428571429,287.717,263.027,771.046,74.11047619047619,3.251571428571429,13.576,0.16508571428571428
42001,ADAMS,2020-12-28,275.06815238095237,285.311,267.421,400.644,72.51428571428572,3.275247619047619,13.208,0.2052857142857143
42001,ADAMS,2021-01-04,274.8001619047619,281.52,266.999,0.224,69.49238095238096,2.936,14.587,0.2166
42001,ADAMS,2021-01-11,274.95597142857144,282.891,267.264,79.923,68.4847619047619,2.110666666666667,12.52,0.22935238095238095
42001,ADAMS,2021-01-18,273.6481238095238,282.899,265.013,0.715,55.339999999999996,3.9897047619047616,13.217,0.29796190476190476
42001,ADAMS,2021-01-25,271.6217904761905,276.988,264.342,203.712,65.75809523809524,3.782285714285714,15.973,0.1869904761904762
42001,ADAMS,2021-02-01,272.58077142857144,281.615,265.146,546.499,68.06571428571428,3.9241904761904762,17.825,0.20034285714285716
42001,ADAMS,2021-02-08,270.2854952380952,276.163,258.792,104.487,68.70666666666666,2.134514285714286,7.115,0.15492380952380952
42001,ADAMS,2021-02-15,270.61543809523806,280.688,262.158,420.976,71.88380952380953,3.5153333333333334,12.707,0.14297142857142858
42001,ADAMS,2021-02-22,277.0394761904762,288.748,267.666,477.84,66.20857142857143,3.3918285714285714,14.065,0.30241904761904764
42001,ADAMS,2021-03-01,275.0379619047619,287.528,264.433,116.94200000000001,52.21904761904762,4.546333333333333,14.998,0.35205714285714285
42001,ADAMS,2021-03-08,282.85441904761905,298.491,266.198,3.431,40.14380952380953,4.183866666666667,14.849,0.8106857142857142
42001,ADAMS,2021-03-15,277.73033333333336,291.296,266.709,288.257,54.33714285714285,3.565590476190476,14.6,0.4091904761904762
42001,ADAMS,2021-03-22,286.0419333333333,298.904,271.589,248.133,67.33809523809524,2.7692571428571426,16.16,0.5249333333333334
42001,ADAMS,2021-03-29,280.40909523809523,294.56,267.119,350.533,54.727619047619044,4.542723809523809,15.132,0.5120285714285714
42001,ADAMS,2021-04-05,288.03194285714284,299.143,277.13,273.43,61.436190476190475,2.1272761904761905,12.092,0.7372666666666666
42001,ADAMS,2021-04-12,283.7107904761905,293.09,275.446,71.736,71.9552380952381,2.8170952380952383,13.173,0.3786285714285714
42001,ADAMS,2021-04-19,283.51221904761906,296.307,272.027,138.119,53.98095238095238,3.386247619047619,13.267,0.6526285714285714
42001,ADAMS,2021-04-26,289.65937142857143,303.01,273.366,50.723,47.754285714285714,4.11147619047619,17.376,1.0694571428571429
42001,ADAMS,2021-05-03,287.01205714285715,301.322,275.562,726.429,72.46666666666667,2.6672571428571428,9.705,0.4744285714285714
42001,ADAMS,2021-05-10,286.29430476190475,297.044,275.758,27.019,51.52476190476191,2.5978571428571424,9.135,0.8226095238095238
42001,ADAMS,2021-05-17,293.6412,305.395,279.73,2.535,54.30095238095238,2.519009523809524,9.791,1.2972285714285714
42001,ADAMS,2021-05-24,289.90798095238097,305.753,278.746,353.505,77.97142857142858,3.091504761904762,8.825,0.5422380952380953
42001,ADAMS,2021-05-31,294.0978476190476,307.169,280.698,24.279,67.11238095238096,2.387638095238095,8.99,0.9736190476190476
42001,ADAMS,2021-06-07,295.9096285714286,305.903,286.682,459.099,78.75142857142856,1.9701904761904763,8.641,0.7020857142857142
42001,ADAMS,2021-06-14,294.6599714285714,305.421,282.435,36.055,60.84571428571429,2.5250190476190477,8.716,1.0891428571428572
42001,ADAMS,2021-06-21,294.5450761904762,306.791,281.43,321.615,68.96380952380952,2.9792476190476194,9.316,0.860647619047619
42001,ADAMS,2021-06-28,297.35578095238094,308.513,286.028,313.845,70.79904761904761,2.5020571428571428,7.849,1.0148190476190475
42001,ADAMS,2021-07-05,297.9068095238095,308.143,288.388,113.557,69.55428571428571,2.0127238095238096,7.099,1.059047619047619
42001,ADAMS,2021-07-12,298.80130476190476,307.629,290.595,884.259,74.01714285714286,1.9591809523809525,9.095,0.965447619047619
42001,ADAMS,2021-07-19,296.08103809523806,306.145,286.802,11.08,67.44095238095238,1.8543619047619047,9.277,0.9876476190476191
42001,ADAMS,2021-07-26,296.8725047619048,305.803,285.588,63.426,66.87619047619047,1.8271619047619048,8.823,1.071847619047619
42001,ADAMS,2021-08-02,295.1053714285714,305.427,286.577,0.17800000000000002,64.47238095238096,1.5527523809523809,5.745,1.0665904761904763
42001,ADAMS,2021-08-09,298.7130476190476,308.469,290.146,125.125,71.53619047619048,1.9523428571428572,7.096,1.054895238095238
42001,ADAMS,2021-08-16,297.2282666666667,303.497,290.886,1156.521,81.46095238095238,1.9781428571428572,10.514,0.5948190476190477
42001,ADAMS,2021-08-23,298.2521142857143,306.753,291.46,112.60300000000001,77.96000000000001,1.5624666666666667,7.283,0.7963809523809524
42001,ADAMS,2021-08-30,293.4654857142857,304.103,282.638,1379.84,76.64190476190475,2.0840285714285716,11.328,0.5869047619047619
42001,ADAMS,2021-09-06,293.45346666666666,302.627,284.215,273.55899999999997,71.09714285714286,2.4162285714285714,9.474,0.7644380952380952
42001,ADAMS,2021-09-13,296.06538095238096,303.064,288.404,381.395,78.55523809523808,1.9117904761904763,7.858,0.6553428571428572
