FIPS Code,County,week_start,precip_sum,max_temp_K,avg_temp_K,rh_avg,vpd_avg,rain_stress,heat_stress,vpd_stress,stress_score,severity
42001,ADAMS,2019-12-30,164.701,287.084,277.99971999999997,71.75333333333333,0.2352266666666666,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-01-06,228.848,292.666,277.3579238095238,69.97809523809524,0.2645333333333333,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-01-13,229.702,286.278,275.6943714285714,75.34761904761905,0.1842,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-01-20,394.932,283.172,272.4682380952381,69.46857142857142,0.1800190476190476,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-01-27,55.743,282.613,274.9904476190476,71.37523809523809,0.2070761904761904,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-02-03,526.776,291.673,278.6415238095238,71.47809523809524,0.2998952380952381,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-02-10,126.851,283.665,275.56439047619045,69.78761904761905,0.2100095238095238,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-02-17,6.145,287.354,275.7844666666667,49.43523809523809,0.4108285714285714,0.7951666666666668,0.0,0.0,0.35782500000000006,1
42001,ADAMS,2020-02-24,229.612,288.329,276.58846666666665,61.59142857142857,0.3058095238095238,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-03-02,123.189,290.967,279.52464761904764,58.36857142857143,0.4469809523809523,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-03-09,108.83,296.23,283.1631523809524,57.36952380952381,0.6024666666666667,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-03-16,273.75,299.342,281.5110761904762,66.12666666666667,0.3894095238095238,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-03-23,377.413,291.794,281.2431619047619,84.40571428571428,0.1948285714285714,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-03-30,30.594,293.849,283.0962380952381,63.80095238095238,0.4827619047619047,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-04-06,154.374,296.132,284.1224476190476,55.85619047619047,0.6242285714285714,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-04-13,676.327,295.515,280.9878,62.75142857142857,0.4184285714285714,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-04-20,437.188,291.217,282.2580571428572,68.19809523809523,0.3893238095238095,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-04-27,505.014,298.39,285.9827904761905,72.15238095238095,0.4825333333333333,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-05-04,486.436,295.261,282.7349142857143,62.71047619047619,0.5046380952380952,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-05-11,11.4,302.663,287.5819333333333,59.899047619047614,0.7244666666666667,0.62,0.0,0.0,0.279,1
42001,ADAMS,2020-05-18,80.539,299.903,289.09186666666665,70.02666666666667,0.5615809523809524,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-05-25,137.049,303.076,293.77805714285716,74.61238095238096,0.6576190476190475,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-06-01,63.297,305.264,294.64116190476193,61.147619047619045,1.0873523809523808,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-06-08,45.909,306.173,294.9955904761905,58.31142857142857,1.171409523809524,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-06-15,71.742,302.929,293.7552857142857,71.26285714285714,0.7509619047619047,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-06-22,662.552,305.274,296.8315047619048,70.11714285714285,0.954447619047619,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-06-29,54.196000000000005,308.442,298.7516380952381,62.39619047619048,1.3780666666666668,0.0,0.044200000000000725,0.0,0.008840000000000145,0
42001,ADAMS,2020-07-06,486.154,308.901,298.27577142857143,75.17904761904762,0.8832285714285715,0.0,0.09010000000000104,0.0,0.01802000000000021,1
42001,ADAMS,2020-07-13,23.224,309.579,298.2048190476191,66.99904761904762,1.1986476190476192,0.22586666666666663,0.15790000000000076,0.0,0.13322000000000014,1
42001,ADAMS,2020-07-20,268.728,309.675,299.39570476190477,72.10380952380952,1.0954285714285714,0.0,0.16750000000000115,0.0,0.03350000000000023,1
42001,ADAMS,2020-07-27,348.75,307.965,299.16378095238093,69.88571428571429,1.133895238095238,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-08-03,619.502,304.913,296.34406666666666,77.00285714285714,0.7356857142857143,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-08-10,86.764,306.67,297.7860476190476,75.6952380952381,0.8529428571428571,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-08-17,34.26,304.716,295.7497238095238,70.51142857142857,0.9028666666666668,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-08-24,344.928,307.444,297.8422095238095,70.02380952380952,1.0200380952380952,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-08-31,209.322,302.861,294.3196380952381,77.32000000000001,0.6266761904761905,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-09-07,47.96,302.913,294.8013142857143,76.14285714285714,0.6774761904761906,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-09-14,1.128,297.734,288.0811047619048,65.70952380952382,0.6409619047619047,0.9623999999999999,0.0,0.0,0.43307999999999996,1
42001,ADAMS,2020-09-21,64.916,301.196,289.493,67.97142857142858,0.669304761904762,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-09-28,141.308,301.699,288.57893333333334,70.12,0.5695809523809524,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-10-05,86.734,300.488,288.35320952380954,66.07047619047619,0.681152380952381,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-10-12,335.926,298.257,285.57682857142856,73.63333333333334,0.4375714285714285,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-10-19,17.27,299.724,289.1703428571428,80.56380952380952,0.3981714285714285,0.42433333333333345,0.0,0.0,0.19095000000000006,1
42001,ADAMS,2020-10-26,546.654,293.064,282.57529523809524,86.62761904761905,0.1685333333333333,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-11-02,0.255,297.824,283.87998095238095,55.208571428571425,0.6837238095238095,0.9914999999999998,0.0,0.0,0.44617499999999993,1
42001,ADAMS,2020-11-09,382.245,297.475,285.4256571428571,76.38666666666667,0.3505238095238095,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-11-16,4.259,292.491,280.0059333333333,57.343809523809526,0.4654666666666667,0.8580333333333333,0.0,0.0,0.386115,1
42001,ADAMS,2020-11-23,86.93599999999999,291.182,281.26815238095236,68.56476190476191,0.3499619047619048,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-11-30,414.96,288.838,277.9603142857143,66.5352380952381,0.2887619047619048,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-12-07,1.599,287.894,276.71370476190475,67.4647619047619,0.2699904761904761,0.9467000000000002,0.0,0.0,0.4260150000000001,1
42001,ADAMS,2020-12-14,828.987,279.192,271.34109523809525,75.53999999999999,0.1351047619047619,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-12-21,771.046,287.717,274.2235428571429,74.11047619047619,0.1650857142857142,0.0,0.0,0.0,0.0,0
42001,ADAMS,2020-12-28,400.644,285.311,275.06815238095237,72.51428571428572,0.2052857142857143,0.0,0.0,0.0,0.0,0
42001,ADAMS,2021-01-04,0.224,281.52,274.8001619047619,69.49238095238096,0.2166,0.9925333333333335,0.0,0.0,0.4466400000000001,1
42001,ADAMS,2021-01-11,79.923,282.891,274.95597142857144,68.4847619047619,0.2293523809523809,0.0,0.0,0.0,0.0,0
42001,ADAMS,2021-01-18,0.715,282.899,273.6481238095238,55.34,0.2979619047619047,0.9761666666666665,0.0,0.0,0.4392749999999999,1
42001,ADAMS,2021-01-25,203.712,276.988,271.6217904761905,65.75809523809524,0.1869904761904762,0.0,0.0,0.0,0.0,0
42001,ADAMS,2021-02-01,546.499,281.615,272.58077142857144,68.06571428571428,0.2003428571428571,0.0,0.0,0.0,0.0,0
42001,ADAMS,2021-02-08,104.487,276.163,270.2854952380952,68.70666666666666,0.1549238095238095,0.0,0.0,0.0,0.0,0
42001,ADAMS,2021-02-15,420.976,280.688,270.61543809523806,71.88380952380953,0.1429714285714285,0.0,0.0,0.0,0.0,0
42001,ADAMS,2021-02-22,477.84,288.748,277.0394761904762,66.20857142857143,0.3024190476190476,0.0,0.0,0.0,0.0,0
42001,ADAMS,2021-03-01,116.942,287.528,275.0379619047619,52.21904761904762,0.3520571428571428,0.0,0.0,0.0,0.0,0
42001,ADAMS,2021-03-08,3.431,298.491,282.85441904761905,40.14380952380953,0.8106857142857142,0.8856333333333335,0.0,0.0,0.3985350000000001,1
42001,ADAMS,2021-03-15,288.257,291.296,277.73033333333336,54.33714285714285,0.4091904761904762,0.0,0.0,0.0,0.0,0
42001,ADAMS,2021-03-22,248.133,298.904,286.0419333333333,67.33809523809524,0.5249333333333334,0.0,0.0,0.0,0.0,0
42001,ADAMS,2021-03-29,350.533,294.56,280.40909523809523,54.72761904761904,0.5120285714285714,0.0,0.0,0.0,0.0,0
42001,ADAMS,2021-04-05,273.43,299.143,288.03194285714284,61.436190476190475,0.7372666666666666,0.0,0.0,0.0,0.0,0
42001,ADAMS,2021-04-12,71.736,293.09,283.7107904761905,71.9552380952381,0.3786285714285714,0.0,0.0,0.0,0.0,0
42001,ADAMS,2021-04-19,138.119,296.307,283.51221904761906,53.98095238095238,0.6526285714285714,0.0,0.0,0.0,0.0,0
42001,ADAMS,2021-04-26,50.723,303.01,289.65937142857143,47.754285714285714,1.0694571428571429,0.0,0.0,0.0,0.0,0
42001,ADAMS,2021-05-03,726.429,301.322,287.01205714285715,72.46666666666667,0.4744285714285714,0.0,0.0,0.0,0.0,0
42001,ADAMS,2021-05-10,27.019,297.044,286.29430476190475,51.52476190476191,0.8226095238095238,0.09936666666666669,0.0,0.0,0.04471500000000001,1
42001,ADAMS,2021-05-17,2.535,305.395,293.6412,54.30095238095238,1.2972285714285714,0.9155000000000001,0.0,0.0,0.41197500000000004,1
42001,ADAMS,2021-05-24,353.505,305.753,289.90798095238097,77.97142857142858,0.5422380952380953,0.0,0.0,0.0,0.0,0
42001,ADAMS,2021-05-31,24.279,307.169,294.0978476190476,67.11238095238096,0.9736190476190476,0.19069999999999995,0.0,0.0,0.08581499999999997,1
42001,ADAMS,2021-06-07,459.099,305.903,295.9096285714286,78.75142857142856,0.7020857142857142,0.0,0.0,0.0,0.0,0
42001,ADAMS,2021-06-14,36.055,305.421,294.6599714285714,60.84571428571429,1.0891428571428572,0.0,0.0,0.0,0.0,0
42001,ADAMS,2021-06-21,321.615,306.791,294.5450761904762,68.96380952380952,0.860647619047619,0.0,0.0,0.0,0.0,0
42001,ADAMS,2021-06-28,313.845,308.513,297.35578095238094,70.79904761904761,1.0148190476190475,0.0,0.05129999999999768,0.0,0.010259999999999537,1
42001,ADAMS,2021-07-05,113.557,308.143,297.9068095238095,69.55428571428571,1.059047619047619,0.0,0.014299999999997226,0.0,0.0028599999999994455,0
42001,ADAMS,2021-07-12,884.259,307.629,298.80130476190476,74.01714285714286,0.965447619047619,0.0,0.0,0.0,0.0,0
42001,ADAMS,2021-07-19,11.08,306.145,296.08103809523806,67.44095238095238,0.9876476190476192,0.6306666666666666,0.0,0.0,0.2838,1
